"id","text","type"
,"dejte jim že 2 bigmaca in nej spizdijo",-1
,"I pity the fools.",1
,"Kje je bila pa himna?",1
,"Kira legenda !",1
,"Prejvec cajta",1
,"sm jo srecov na hrvaskem par let nazaj prplavala na 5m.....",1
,"o kakšnem svetovnem rekordu vi govorite?",1
,"The difference between driving a car and climbing onto a motorcycle is the difference between watching TV and actually living your life",1
,"car, vsa čast!!",1
,"A to so skakali iz mesta ali z zaletom ? Atletika me sicer ni nikoli pretirano zanimala...",1
,"Še vedno pa ima najdaljši skok na svetu Norvežan Johan Remen Evensen, ki je pred štirimi leti pristal pri 246,5 metrihNebi reko",1
,"Vleci Peter, vleci",1
,"Zakaj imam jaz sliko popačeno?",1
,"haha bolš da nikol od moje tašče groba ne odprejo, ker bo ista katastrofa",1
,"Dober je, jst vem da je po duši hrvat",1
,"car...za razliko od drugih ""zvezdnikov""",1
,"hvala utek za ta info.Zgleda je dobri stari Keanu res faca vredna spoštovanja.",1
,"Point trollanja je debata (predvidevam?), torej je tvoje trollanje zgleda doseglo svoj namen.",1
,"proteini = smrt",1
,"Kreatin je mnogo nevarnejši od proteinov saj lahko že en sam fiks povzroči odopved ledvic in mehurja s tem pa tudi topljenje materičnega vratu pri ženskah!!",1
,"it's a trap!",1
,"ne vem......ne vem......ne vem  bilo bi smešno če bi bil rus ne pa slovenc",1
,"Hire me Jon Stewarte!Mah pogrešu ga pa v glavnem ne bom. Dokler bosta Bill Maher in Conan O'Brien na sporedu me za ostale nekak ne briga.",1
,"bobby brown: haha točno to, south park ne bi smel imet sploh reklam  :D",1
,"/140",1
,"BMW for Life!",1
,"V Sloveniji poznamo zgolj STRIŽENJE ovac, bril se boš pa ti, ko ti poženejo kocine, seveda...",1
,"Če ne bi videl napisa, bi mislil da jo kolje.  p.s. Bi si upali nastopiti kot ""rekvizit"" na tekmovanju v hitrosti britja jajc ?",1
,"Ajde mal spoštovanja.... iz vseh se lahk norce delamo, iz gasilcu se pa ni treba",1
,"@ jackjohnson kaj je policajček al pa sinček od policajčka kaj bi rad, a? povej ... kaj bi rad?",1
,"fap fap fap",-1
,"žogice so res na glad položene na mišolovki, tega niso mogli do sedaj naredit na zemlji",1
,"poslali bodo smetano izbora, top of the top iskanih profilov...ti trije še za na samotni otok niso, l:p",1
,"Zakaj ne pošljejo še enega šiptarja?... Janšo naprimer... Bo na zemlji manj kriminala!",-1
,"spoznajte ožji krog ljudi ki nikoli ne bodo šli na mars    to smo mi",1
,"someone24, treba je poseliti planet :D",1
,"Đabe mu BMW če ne ve s katerim gumbom dati sprednjo šipo dolHauba nima več Avantima",1
,"to majo neke svoje eksperimente levo pa desno pa za svoje cilje ki so nam skriti, l:p",1
,"s tem si dolgoročno uničuješ vid",1
,"Napitnina ali podkupnina?",1
,"mama ti je policijska akademija",1
,"fjedo",1
,"ja sej, pa motorist 100 za nemu da ga bo ja lahk opozoru...prekrška ni.",1
,"1. Koji k je pomembno fukanje napram temu, da bodo prvi ljudje ki bodo hodili po Marsu? Pa kaj je s tem folkom, ki postavlja taka vprašanja.2. Če je že to tako pomembno. Zakaj pa se nebi več rukali? Sej bojo imeli neke ""bivalnike"", tam naj se drmajo kolikor hočejo. Ko bo crnac vzel vn baklo bo una baba hitro pozabila na svoje prstke...3. Perfektna trojka ne obstaja. Tako majhno število oseb ne more biti reprezentativen vzorec človeške rase.",-1
,"Ko ji za vrat vlije",1
,"carwash",1
,"sej ni gej ..",1
,"Za 2. svetovno vojno je kriv Kučan... Ko je bil Janša na oblasti ni bilo svetovne vojne....",1
,"WHY THE F*CK?? + krava debela",-1
,"Včas je res najbolš da se dodatno zdepresiraš. Ču sm ta mix že. Se mi dopade alternativa pa klasika sploh. V bistvu sm tud jz zdaj mal bol v drugih sferah:Boards of Canada - Everything You Do is a BalloonTycho - A WalkAgnes Obel - Fuel To Firemal sm se prenajedo vsega :D",1
,"Kaki car... da lahko to varno izvedeš.. =D",1
,"teli aktivisti se usi s proteini spikajo, sej zato pa take gluposti in probleme delajo na cestinej ostanejo u fitnesu pa svoja prepricana obdrzijo zase, ne pa da vsiljujejo le ta ljudem na ulicah, slabs kot jehovci al pa nekateri tle na isklopu, vidva ze vesta kdo stahudec je zlo lepo povedu izklop.com/?url=forum/posts&forumid=7&topicid=13016&page=1",1
,"ty",1
,"Huh ta čas ko je on tuhtal kako izdelati to stvarco bi lahko lepo peljal avto k mehaniku pa bi mu popravil rikverc prestavo. Verjetno je to bolj mišljeno kot neki showoff kakšen genij je sedaj ko na beden način dobi toliko ogledov.",1
,"proteine pika si, l:p",1
,"@konkurenca ...dober spomin   ""padel je tik pred štartom in zajahal, pojahal kol""l",1
,"Lačni Franc Bela sinfonija",1
,"HOSTESE :* ja pa iiiiiii",1
,"Lizeroux ftw :)",1
,"tok se pa že dovh nism nasmeju",1
,"HONDA - The Power Of Dreams",1
,"Troll The People",1
,"Kako potolče z nogico",1
,"opaaaaa",1
,"Bil je žiučn pa je naredu preval naprej.",1
,"SDS JUDEO-KRISTJANE BI BILO TREBA IZTREBIT!!!!",-1
,"dobra",1
,"haha dobra",1
,"Because woulda coulda shoulda are all to late.",1
,"Ubogi želvak ljudje se norčujejo iz njega ker je pač tak kot je. Nevem zakaj so ga morali prav med parjenjem zmotiti",1
,"ja ja, narlažje je pa srat v brento",1
,"vipavagolLetos smo TOP 5  letos ne bomo top5, niti top10, še finale bo uspeh, l:p",1
,"Letos smo TOP 5",1
,"Fino alla Fine - FORZA JUVENTUS!",1
,"Ko se je oblekla sem vgasno...",1
,"kera beda...",1
,"Ja iN? =)",1
,"A ve kdo, v čem je fora teh slušalk, ki jih oba akterja nosita po vseh špilih...Slušalke so njun (od Raaya in nje)  marketinški izdelek in se jima zdi oder prava stvar za reklamo (saj tudi je).  Med drugimi pa se Marjetka počuti veliko bolj sproščeno v samem studiu kot na odru in slušalke ji dajejo občutek kot da nastopa v studiu..zato toliko improvizira in miži.   PA PORKA MADONA NO, DAJTE TISTI PUNCI ŽE ENO VIOLINO ČE SI JO TAKO ŽELI IGRAT   !!!",-1
,"Ugasnite zvok in glejte spot. Men se je zdi kot kak SLO film brez repa in glave.Men se zdi brezvezn spot. posiljen",1
,"Ne da se jima ušes umivat.",1
,"Na odru se z njimi bolje počuti in prav tako so slušalke postale njuna prepoznavnost (marketinška poteza) ;)",1
,"Fart. You know you want to.",1
,"važno da je SAZAS omenjen na začetku in koncu spota",1
,"Pomoje je fora neizvirnost",1
,"Človeštvo je ena sama golazen",1
,"A ve kdo, v čem je fora teh slušalk, ki jih oba akterja nosita po vseh špilih...",1
,"Za ekranom ter tipkovnico smo vsi generali.",1
,"hahaaaa arterijo vn vlekla, umiram od smeha     dobro da nisi izjavil da bi ti jajca zamenjala za orehe, jih odtrgala pa v usta nabasala in odnesla v svojo luknjo",1
,"Yesterday is History, Today is a Gift, Tomorrow is Mystery...",1
,"@Asskicker: samo si švoh, da ti taka mala žival arterijo vun potegne.",1
,"live your life, you get just one chance at it ;)",1
,"Danes se na tvoji pojstelji preteguje, jutri ti bo pa arterijo iz vratu vn vlekla.",1
,"""je obiskal najbolj znano pevko na Balkanu"" MHM... KUA PA CECA",1
,"Renault-Das Auto",1
,"hepatitis abecedo",1
,"je dobil kej za nagrado po nastopu",1
,"no kje je moj milijon zdaj?",1
,"Bogi tisti keri je mogo to skupaj pobirat pol",1
,"http://www.aliexpress.com/item/CTTA-Approved-40mm-Table-Tennis-Training-Ball-Ping-Pong-Ball-3000pcs-Free-Shipping/722348587.html2898€ za 20 tisoč žogic :)",1
,"za ene 4€ dobiš paket 6 žogc....za mojo plačo 800€ neto dobim=1200 žogc.. torej, če jih je tm res 20000 bi jaz rabu cca 17 mescev dat celo plačo za žogce....eni majo res dnar....",1
,"slep je kdor se s petjem ukvarja",1
,"Lahko bi jih podaril otrokom v afriki da bi mel kej zajest",1
,"Za razliko od toaletnega papirja, se žogice lahko proda naprej ali pa se jih podari (slednje je bolj verjetno).",1
,"Ja kr folk ma preveč časa fak me te posnetki živcirajo ker mi ni jasno komu je to sploh lahko smešno/zanimivo za gledat.",1
,"404 - intelligent life not found",1
,"Res epsko...  :/",1
,"nerodna samo za tiste z umazano domišlijo",1
,"Zvestoba-Čast-Pogum",1
,"Musliče na grmade",-1
,"JUDEO-KRISTJANI...",1
,"Jacksonu so to afero z otroci podtaknili in so celi škandal naredili iz tega samo da ga javno ponižajo. Podobno kot pri Mike Tysonu ko so mu podtaknili žensko in ga potem obtožili posilstva.Ne vsega verjet medijem ker to je odlično orožje da nekomu škodijo nekomu pa pride v korist.",1
,"Glup opis",1
,"jej, pij in kavsaj, za delo se ne ravsaj",-1
,"kot je bila takat.[/b]""takat"" ?? :D",1
,"""nerodna""",1
,"Kaj je tukaj nerodnega?",1
,"67%, prav tako brez Google",1
,"45/65 brez guglanja.",1
,"oneday: Glede na to, da zaradi tega ne bojo predvajali zadnjih treh epizod sezone, dvomim da je to njihov namen. BBC bo moral plačati milijone drugim TV hišam, ki so plačale pravice za prenos oddaje, da o izpadu dohodka iz reklam ne govorim...",1
,"Zakva ma neko vrečo čez glavo kje je pa njegova orginal čelada?",1
,"Ma dej to je sam reklama za dodatne gledalce oddaje.",1
,"a f*ck vam ni dost?",1
,"ni ketvic",1
,"tam je mislila verjetno ''maarš u piičku materinu''",-1
,"! G A B R I C O R N Y !",1
,"""ketvicami""",1
,"VSI V FAMILIJI STE JUDEO-KRISTJANI",-1
,"POSUJEM TE S PEPELOM ANE FRANK!",1
,"ne slišim KETVIC",1
,"Izklop se bliža izklopu",1
,"pa daj bosanec, kaj si pa ti v življenju podobnega naredil v tej smeri da lahko pljuvaš čemu je sedaj temu podobno?, še lastni drek ne znaš pravilno iz sebe spravit pa celi pametn tu!",-1
,"Ma že tist Danny je bil siten ko je iskal tako pozornost zdej pa še ta baba ojoj",1
,"Kr nekiii",1
,"--- ne kaže pravilno, ker mi giani in ostale ovce brišejo komentarje.",1
,"kje so pa sketvice?",1
,"Gospa koruze ni prebavla.",1
,"je kr uredu film.sam čisto nič novega.podobno zgodbo sem videl že v nešteto risank in filmih.sem mislil da bo film res nekaj posebnega sodeč po ocenah in pričakovanjih drugih.me je pa kr mal razočaral.je še useen vredn ogleda",1
,"pica na zelenjavi....",1
,"ampaak.... jas to rabam",1
,"""priznane""",1
,"Podkraj > Napolibasta fin coma grazie tutti",1
,"A person is smart. People are dumb, panicky dangerous animals and you know it.",1
,"Lačen si ful drugačen.",1
,"Napoli > RomaBasta.",1
,"laaaaaaaaačen",1
,"atraktivno je to da, da ti tega neboš nikoli izvedel... Lahko pa bi se avtor novice bolj potrudil in dal kakšen posnetek kjer dejansko pokažejo svoje sposobnosti, ne pa posnetek v katerem želijo predstaviti   nov desing kart",1
,"Mešanje?a ste [censored]i do kraja la kaj?",1
,"Tista povezava je bolj na",1
,"hjoj frocovje, me zanima kateri od vas to zna..",1
,"""atraktivno""",1
,"In kaj je kle atraktivnega ?",1
,"sam rezultat je pa nakoncu čist isti, če jih premeša on ali ker drug",1
,"BUFU",1
,"6. čut, vidš tku se tu dela, glej i se uči, čene ne rabš objavljt unih posnetkov",1
,"američani pa ta njihova darila",1
,"Kaki kralj je ta Steve Carell",1
,"vsaj mal bi se lahko japonsk naučil, sej ni tok težko..",1
,"Ferrari!!!",1
,"sin9 želi ujeti mohica in na njemu izvajati sadomazo scene.",-1
,"bolje roka v strehi kot golob na vrabcu - Ljudska",1
,"Judeo-kristjani verjamejo zgodbicam o Noetovi barki, Adamu in Evi, zobni miški.... Sprani judeo-kristjani pač...",1
,"Boli mene za teorije zarote, se mi zdi bolj normalno dopuščati možnost neke zarote, kot pa verjeti v tiste uradne razlage, ki že mejijo na norost. Eni še svoj drek slikajo, če je le nadpovprečne velikosti, oni pa Bin Ladna odvržejo kot tri dni star kos pice... Za denar se naredi vse, vsaka svinjarija je okej, če se le zasluži, na Izklopu imamo kot lep primer tega uporabnika  sinb9. En klinčev forum, ki iz leta v leto bolj propada, pa se grejo fašizem, kjer forsirajo njegove linke na slovenske novice in onemogočijo komentarje. Pa vsi vemo kdo so lastniki izklopa, ne preveč pametni, ne preveč vplivni, pa se grejo to... Kaj počne šele nekdo z vplivom in veliko večjimi ambicijami ?!?Važno da bo IzklopV2",-1
,"Steroide rad jem, proteine pa se rajsi, v fitnes cist nikol ne grem, testisi pa so mi vsak dan manjsi...",1
,"bognedaj, da bi kdaj šel s svojimi starši po nakpih in  od njih dobil nasvete kakšno zelenjavo, meso in ostalo sranje kupit in na kaj bit pozoren. folk počasi brez interneta ne bo znal nič. NIČ.",1
,"pogi se strinjam..vsi so kradli pa nobenga ni ""roka pravice"" lovila",1
,"Kristjani verjamejo zgodbicam o Noetovi barki, Adamu in Evi, Zobni miški.... IZTREBIT VSE, POMETAT V VULKANE DA SE V PRAH POVRNEJO!!!!",-1
,"Nova vrsta reciklaže smeti? :)",1
,"?*?*?",1
,"ka je to, na mesec, na teden, na leto? za slovenijo pa ne bi pokazali? bravo izklop, se je splačalo počakati na v2",1
,"Kako so vesele cipe vlažne...",-1
,"haha sm mislu da sta onadva modela iz mighty car mods",1
,"kaj mora to američanom delat ko gledajo ko jim kokakolo pije lava",1
,"Ni neke zanimivo pa to ha?",1
,"[censored] ti materina danica kaj si ti zabita. Kakšne kretenske povezave dajes gor, pa napiše se street FIGHTER ne figher ti krava butasta.",-1
,"Neumni, naivni Američani... kristjani pač... Naivne ovce, ki verjamejo vsemu...  Pri zadnji trditvi se motiš, jaz jim vztrajno pravim, da so naivni idioti, pa mi ne verjamejo...",-1
,"what",1
,"hehe kako opleta z repkom",1
,"""dhrajajs""",1
,"svaka mu čast, dobr video je naredu",1
,"6min za takle print je zelo zelo hitro... Na ostalih tiskalnik bi bilo tole povprečno 2 do 3 ure tiskanja...",1
,"zgleda noro kjul, sam ja sekunde letijo k norc :Dje pa še vseen hitrej od teh k jih poznam",1
,"www.youtube.com/watch?v=C8lMW0MODFs  priporočam Big Bang Theory vsem ki še ne veste da obstaja",1
,"@janind: Če smo pikolovski si tudi ti hudo pofailal. Impelerji se nemorejo rotirat za 360 stopinj saj so s kardansko gredjo povezani na motor preko menjalnika. Za 360 stopinj lahko rotirajo azipod-i. Da ti pojasnim malo bol, azipod-i so električni pogoni, ki so pritrjeni pod ladjo ladjo. V ohišju azipoda se nahaja električni motor na kerega je direktno vezan propeler. In ker je propeler direktno vezan na motor, in ker motor dobesedno visi iz ladje, ima azipod možnost rotiranja za 360 stopnij, impelerski pogon pač ne.",1
,"Je šefetu pokazal kaj si misli o njegovem nadzoru, ki je sicer super domislica kako preveriti kaj tvoja lenčina počne 50metrov v zraku,",1
,"Tudi Janša baje na chatroulette razkazuje svoje genitalije...",-1
,"Leta 2000 grem jaz v severno korejo!",1
,"never se podpišem kure ja...",1
,"@kyrksen Ja boš reku da je pri tekačih isto? in še pri parih drugih športih.. sej ne rečem da so najbolši, sam povem da imajo v povprečju pač boljše predispozicije..In skor povsod je tko da ima nekdo pač neke prednosti.. nažalost si pač nismo čist enaki.. da nebo spet kdo razumeu da pravm da je kdo bolši al pa karkol..Nevem če so boltovi steroidi boljša predispozicija. Za dokaz da jih jemlje pa poglej kako je agresiven pa folk pretepa pa z avtom nori...",1
,"Kaj pa k so pri košarki večinoma črnci.. se kdo pritožuje? Ne.. zto ker smo tok pameti da razumemo da majo pač črnci bolšo genetsko zasnovo kar se tiče tega.Nevem no... Mogoče jih je več pa bolj so vidni na igrišču ker so črni, ampak že samo vlade divac je slehernega obrnil za šalo malo. kaj šele kdo drug...",1
,"sankami   ---- sanmi Podobno kot sanmix... Sam to je pa kabelski operater v butalah... Čeprav spada pod nekega večjega...",1
,"brcno šogo hahahahahahahahahahhaahahahahhaahhahahahahaahaha",1
,"iz Jordanije*",1
,"Normalno da je polno muh, če G N O J snema.",-1
,"Norc",-1
,"so ze zaprti ja(hecan se)",1
,"Lopov zanikerni igra klovna za glupo rajo.",-1
,"A gde je pečat?",1
,"kr en za drugim pristajajo",1
,"Only in Slovenia",1
,"Hehe leta 2008, ko je biu prvic predstavljen Air so leteli podobni očitki v smislu, da nima CD/DVD enote. A jo danes sploh se kdo ima ?",1
,"iDiot",-1
,"SINCE 29.12..08",1
,"Komot bi jo dobil če bi se malo stegnil",1
,"War is peace. Freedom is slavery. Ignorance is strenght.",1
,"fotr se ti špika, mama pa z nogco touče",1
,"Lepo.",1
,"Viska energija",1
,"Jaz bi pa vse kristjane not vrgu... da se ne bi razmnoževali kot podgane in v imenu Vatikana kradli denar....",-1
,"Putinova plača pa sploh ""realna"", 11.000 na mesec a naredu si vilo za miljardo, je mogu pa kr doug šparat...",1
,"Kaj je pa mislu da bo ?",1
,"Švoh je ta tipson",1
,"lahko bi bli mal bol strpni do računalničarjev ..",1
,"ubistvu ta kosilnica sploh ne laufa ampak jo strelajo",1
,"Ja to je pa morala ljudi in koliko cenijo materialne dobrine. Trgovcu je čisto vseeno kaj boš ti naredu s toaletnim papirjem važn da on zasluži. Drgač pa bo Roman več zaslužu od posnetka kot pa imel izgube z nakupom WC papirja. Tak je ta svet danes meni je bolj neumno to da ljudje gledajo take posnetke in mislijo da so te stvari smešne pa niso in samo dokažejo kako razvajeni so nekateri.",1
,"dva letala sta trčila, na srečo so oba pilota preživeli!",1
,"Te Malezijci imajo v zadnjem času res nimajo sreče z letali",1
,"Leto stara zadeva, pa kljub temu pod kategorijo ""aktualno"". Sej neveš al bi se smeju al joku. Če sem pa optimist, bom pa reku, da smo eno povezavo bližje \n                  Izklopu   V2",1
,"ne",1
,"Coool. Jaz bi tut",1
,"No ja. Te še pa ni tak hudo",1
,"18+ is the way to go",1
,"Bling-a-ling-ling::.",1
,"ja to je resna stvar ja mislin samo to pa je internet ja tudi na wikipideji kar piše vse ni res",1
,"čaki kaj hočjo s teem videom povedat.......da je je ok če je ženska debela?    WTF iz anoreksičnih v enih videih do debelih v drugih.....crazy b1tches",-1
,"dober video",1
,"So zahteval božjo sodbo, pa so fejst pel, jst sm se pa tak tujca počutu med njimi",1
,"ma pusi ga",-1
,"Sem mehanik in najraje popravljam ženske.",1
,"+1",1
,"Avto pustjo sred ceste! bravo 'murica..",1
,"okej...sm kr olajšan ob tej informaciji. se pravi je to lulek safe zone. Super",1
,"Tu pa s kontra teorijo... https://youtu.be/35BllF6q5Bg",1
,"ja dobr je",1
,"Kriistjane notr da bi koncno imeli mir na sveu",-1
,"raje zadrzi, da ne pokazes ravno da si na razvojni stopnji sest letnega fantka. Kaj lepis gor sliko, ce nisi pripravljen na drkanje.",-1
,"noro.",1
,"Z dodatki pa je verjetno obratno, bolj kot greš proti dnu bolj skorumpirane so države, več podmiznih poslov. Slovenija bi blestela v tej drugi lestvici.",1
,"Kako so vesele cipe vlažne...  Mastne p*z*e slastne",-1
,"OVCE!",1
,"Kaj se zgodi, če pločevinko vržemo v železovo litino, ki ima 1600°? Instantna eksplozija in vsebina pločevinke v delčku sekunde izpari....",1
,"Ovce.",1
,"bioteror ne se jezit na Danico...jezi se na admine oni so ""ODGOVORNI""...pa tudi verjetno je celoten opis spremenjen(v primerjavi s tistim, ki ga je Danica poslala)",1
,"Kuj neke",1
,"to je zato, ker pluton ni več planet",1
,"Dobra sta, zlasti kuža",1
,"Delam anketo in prosim za pomoč. Odgovoriti morate le na eno vprašanje, tako da res prosim, če si vzamete sekundo časa. Je ta video najbolj beden video, kar ste jih kdaj videli?a) jab) neHvala za sodelovanje, med sodelujočimi bom izžrebal tri srečneže, ki dobijo piškot.",1
,"Kaj tu zanimivo, je to da je FAKE!",1
,"ka to od spode nafzgor iz neke vode al kej?",1
,"Supra   \\m/  The Reality is unreal. The Truth is classified. The Rest is unknown. Negotiation is irrelevant. Resistance is Futile. The End is inevitable.",1
,"jst pa ne priporočam The big bang theory vsem ki še ne veste da obstaja",1
,"""raketni pogon""",1
,"pa kakšni retardi hodijo po tem svetu, kdo je napisal ta naslov? naj en pomaga temu človeku",1
,"kje se da kupit pocen dron s live kamero? kdo ve",1
,"Baje Kim Jong Un ne lula in kaka.... Tako kot tudi Janez Janša...",-1
,"Seveda je bolš biti belc, kdo bi pa hoti bit črn pa skos smrdet pa da mu poglavi samo košarka, pa lubenice švigajo.",-1
,"pove ratio o moških in ženskah vlogah in pol wtfja na zaslužek?? kdo je to delu",1
,"Ni pošteno, da so v tolpah južnega Los Angelesa sami črnci! To je rasizem! Zakaj je v teh tolpah manj kot 10% žensk? To je seksizem!",1
,"Kakšni triki youtu.be/FcxMZtWCesg",1
,"kwa je ta mulc en luzer ko ga oponaša... bruh.",-1
,"""Fair play"", nevem ampak toliko je napak v opisu, da jaz bi oba, avtorja in linkmoda poslal nazaj v osnovno šolo in jima izključil omrežni kabel dokler ne dobita vsaj pozitivne ocene iz slovnice za prvo štiriletko.",1
,"znaš šta? neznam... i sam išo",1
,"Kako mu uspe vozit kolo, če ma pa tako velika jajca?",1
,"obvezno pred ogledom, zvočnike do konca naglas !!",1
,"Kriv je Cerar! Če bi bil Janša na oblasti bi bili vsi zadovoljni in ne bi bilo zlobnih twitov....",1
,"Je zakamufliran",1
,"tko preveč dnarja",1
,"somebodypri nas bi lastnik psa dobil kazen, ker pes ni bil na vrvici, motoristi pa zaradi oviranja prometaIn to ima svoj namen. Namen ni '' da tajkuneh vse pokradejo '' temveč zato, ker če bi bil rešilec na nujni vožnji, bi pa bajkeri rekli 'nismo vejdli, smo zarad cucka zaprl cesto '' bi pa kontra štala bila.Isto kot vožnja ''rikverc'' na avtocesti. ''Sej samu 10 metrou šu''. Fvckin brilliant",1
,"@slypzooooorsej maš prav, sploh ko pomisliš, da boš mogu odštet 80€ za adapter, zato da boš lahko vtaknil not ključek, ki je vredn 10...pa adapterje za čisto vse zunanje naprave...dost neuporabna zadeva, če mene vprašaš...",1
,"@yerowww666: V bistvu je ta ura figurativni moped, ki ga promovirajo, kot da bo pozimi v snegu nadomestil avto, cena je že takšna",1
,"Smart watch sam po sebi ni slaba ideja, samo je za časom. 10 let nazaj bi podirala rekorde v prodaji, samo koliko pa je drugačna ta ura od navadnega pametnega telefona? Poleg velikosti in nekaj manj funkcij je praktično telefon na zapestju. Se da še bolj molzit denar?",1
,"pustil mu je ja za veselje",1
,"Še boljši posnetek... https://youtu.be/18CllV1q5Bg",1
,"enim je treba vse 2x povedat ,enim je treba vse 2x povedat",1
,"Ja muslimane lahko primerjamo z organskimi odpadki.",-1
,"Jokat sem se začel.",1
,"Tle not bi vrgu naše politike",1
,"Ja ampak to je samo osnova, brez tistih ""dodatkov"" pod mizo...",1
,"Ne bodi teslo.",-1
,"Sometimes when I close my eyes, I can&#039;t see",1
,"Odlična kvaliteta",1
,"Kaj je pa mislu da bo",1
,"Nemci nikoli niso bili dobri in nikoli ne bodo. Nemci nič ne šenkajo in nikogar nimajo radi niti njih nihče nima rad.",1
,"k-v-a",1
,"Js jih lahko naštejem samo 8.",1
,"@ blade_razor počas se zgledujete po njih. OVCE!",1
,"Tale iz kavča si zasluži nagrado zlato malino za igralski performence.",1
,"'murica kok so ponosni na svoja orožja ki jih neznajo uporabljat",1
,"UT sound: ""Holy Shit (shit, shit...)!""",1
,"Malo so zavrteli posnetek ;)",1
,"If Damjan Murko is an asshole,does that mean I want to lick him everytime I have a boner??",1
,"Better than ezra",1
,"dron ne bi bla prva beseda ki bi jo prevzeli iz anglescine, tko da se umir mal",1
,"Severna Koreja je tako ali tako najlepsa in najboljsa. Te dni bodo tud podrl nov svetovni rekord v Planici, ki je seveda v Severni Koreji nekje. Rekorder bo pa sam Kim :)",1
,"k bi čist komot bla kamera mal nižji ane.....",1
,"kaj se ženske skos neki bunijo..pa rade bi da jih je 50% v parlamentu pa 50% menedžerk.... mislm, če bi pa predlagal da naj bo pol še 50% rudark pa smetark, to pa boh ne dej!! dvojna merila...",1
,"@kyrksen Ja boš reku da je pri tekačih isto? in še pri parih drugih športih.. sej ne rečem da so najbolši, sam povem da imajo v povprečju pač boljše predispozicije..In skor povsod je tko da ima nekdo pač neke prednosti.. nažalost si pač nismo čist enaki.. da nebo spet kdo razumeu da pravm da je kdo bolši al pa karkol..",1
,"nej grejo pogledat pornografsko industirjo, pol bomo vidl ce so zenske se zmiri tolk boge",1
,"Kriv je Cerar! Ko je bil Janša na oblasti nismo potrebovali padal, da smo lahko leteli...",1
,"Prvič slišim za te klube kaj šele za Jordansko ligo. Whatever",1
,"Restapekta ha?",1
,"ja ta roj muh je res moteč...pa lih okrog kamere morjo letat",1
,"en šus adrenalina direkt v žilo predenj gre take stvari počet pa bo mel",1
,"Koliko od teh bo dal ubit ali zapret?",1
,"Faca",1
,"Iz uprave vam Z dr.(aganom) Smolic na čelu sporocamo da smo se vsi soglasno odlocili da so slike fake",1
,"Mene pa zanima kako poskrbijo za varnost prtljage ko se tako ""vozi"" v krogu? Sicer sem bil 2 krat na letalu ampak samo mi potniki smo bili na letališču :D Mogoče kdo ve kako se rešijo ""žeparjev"" ?",1
,"pri nas bi lastnik psa dobil kazen, ker pes ni bil na vrvici, motoristi pa zaradi oviranja prometa",1
,"...to ni ameriška pamet to je parodija! Pa kaj si ti čorav al kaj? Si kliknu link?   Samo en USB.",1
,"KN3D3L: pred 500 leti bi biu moped tut zlo prodajan. pejt povedat avto industriji de nateguje folk :P",1
,"koja tehnika čudo bre bolan",1
,"thug life kid-o",1
,"Proteini poleg jasnih telesnih defekcij povzroča tudi spremenjeno dojemanje realnosti, zato ljudje verjamejo vse mogoče, med drugim tudi to, da proteini niso škodljivi.",1
,"hells angels EPP",1
,"Kriv je Cerar! Ko je bil Janša na oblasti nihče ni bežal pred policijo....",1
,"Ja pa sej ni oseba padla v lavo to vseeno ni isto če vržeš organske smeti. A hočte reči da lahko človeka primerjamo s smetmi?",1
,"a si n0r kak je vroče tota lava",1
,"Ja seveda da to niso realne plače. Treba je tut to upoštevat da oni vlagajo denar in dobijo tudi od tam bajne vsote.",1
,"pa zakaj mu že pred tem niso povedali da ima žoga v sebi 10kg utež",1
,"Smer je bila prava.",1
,"y so mad",1
,"A ni škoda drev?",1
,"Del predstave ha?",1
,"Dobro, da niste napisali dva letalota.. Jeßala vas slovenština in dvojina in vse skupaj",-1
,"ta njegov smeh",1
,"@Ire94: *zmogel",1
,"jst tud skoraj padu iz stola",1
,"""končno"" umesala znanosttle se umesava ze odkar smo internet dobili in stevilke so zmir drugacneplus, temperatura zlo vpliva na to, k je tud ne povejosam lari fari",1
,"jaz se uvrstim v 5% povem ne pa katerih procentov",1
,"Jaz pa sodim človeka po pravilni uporabi velikih začetnic, uporabi šumnikov, ločil in pravilni rabi slovnice. Še posebno ne maram ljudi, ki težijo drugim ljudem glede uporabe s/z, medtem ko sami nimajo validnega komentarja na dotično temo.  PS: težko je upoštevat tok nekonstruktivno kritiko. Tako kritiko je zdravo brt samo če mas dobr smisel za humor in polne žepe samozavesti.",1
,"Tri popularni kuharji in vsi trije močno tetovirani po rokah? WTF? Kaj ljudje hočejo sporočiti s temi brezveznimi tetovažami? Mene bi že to odbilo, ne vem no. Isto kot grdo tetoviran zobar. Ma sem prišel k zobarju ali k avtomehaniku? Sem prišel v eminentno restavracijo ali v kinu čakam, da mi karto preščipne?",1
,"Pa danica kaj ti je fora da te filmčke gor mečeš v katarih pravjo da je OK če si debel pa nagnusen. To je pomoje že ene tret video s to osebino k si ga gor vrgla. Začni mau migat pa se ne sprjaznt s svojo postavo",1
,"Kaj bi rekel šele na ta posnetek http://youtu.be/NL2piPX5oA3",1
,"Feministke vseh dežel združite se! Naredite mi to deželo spet žensko.",1
,"airball",1
,"yolo ane",1
,"Škoda papirja raj bi ga dal otrokom v afriki, ki bi ga lahko pojedli",-1
